manufacturer,model,year,engine_power,fuel_type,transmission,odometr,price,region,description,price_category
Chevrolet,Captiva,2012.0,2.4,Benzin,Avtomat,88000,13000.0,Tashkent,"2012 yil,
                        
                                        2.4 l, Benzin, 88 000 km, Qaymoq rang, Krossover, Uzatish qutisi Avtomat, Yengil qotishmali disklar, Tumanga qarshi ch…",high
Chevrolet,Spark,2014.0,1.3,Benzin,Mexanika,61000,7099.0,Bukhara,"2014 yil,
                        
                                        1.3 l, Benzin, 61 000 km, Kumush rang, Hatchback, Uzatish qutisi Mexanika, Tumanga qarshi chiroqlar, Audiosistema, Gid…",low
Chevrolet,Matiz,2002.0,0.8,Benzin,Mexanika,300000,4200.0,Tashkent,"2002 yil,
                        
                                        0.8 l, Benzin, 300 000 km, Oq, Hatchback, Uzatish qutisi Mexanika, Audiosistema, 4 ta baloni yangi patlukis",low
Chevrolet,Tracker,2023.0,1.2,Benzin,Avtomat,75,17985.0,Tashkent,"2023 yil,
                        
                                        1.2 l, Benzin, 75 km, Qora, Yo‘ltanlamas, Uzatish qutisi Avtomat, Yengil qotishmali disklar, Lyuk, Audiosistema, ABS,…",high
Chevrolet,Nexia 2,2010.0,1.5,Benzin,Mexanika,200000,4575.0,Tashkent,"2010 yil,
                        
                                        1.5 l, Benzin, 200 000 km, Oq, Sedan, Uzatish qutisi Mexanika, Tumanga qarshi chiroqlar, Audiosistema, Gidravlikali ru…",low
Chevrolet,Spark,2010.0,1.0,Gaz-benzin,Mexanika,276969,5400.0,Bukhara,"2010 yil,
                        
                                        1 l, Gaz-benzin, 276 969 km, Delfin, Hatchback, Uzatish qutisi Mexanika, Duga, Tumanga qarshi chiroqlar, Audiosistema,…",low
Chevrolet,Nexia 3,2018.0,1.5,Benzin,Avtomat,185000,9000.0,Namangan,"2018 yil,
                        
                                        1.5 l, Benzin, 185 000 km, Oq, Sedan, Uzatish qutisi Avtomat, Yengil qotishmali disklar, Tumanga qarshi chiroqlar, Oyn…",middle
Chevrolet,Lacetti,2010.0,1.8,Benzin,Mexanika,232714,6863.0,Tashkent,"2010 yil,
                        
                                        1.8 l, Benzin, 232 714 km, Oq, Sedan, Uzatish qutisi Mexanika, Tumanga qarshi chiroqlar, Oyna isitgich, Audiosistema,…",low
Daewoo,Matiz,2011.0,0.8,Benzin,Mexanika,270,3708.0,Fergana,"2011 yil,
                        
                                        0.8 l, Benzin, 270 km, Hatchback, Uzatish qutisi Mexanika, Audiosistema, Метан ва бензин холати яхши",low
Chevrolet,Nexia 3,2021.0,1.5,Benzin,Mexanika,68000,9939.0,Tashkent,"2021 yil,
                        
                                        1.5 l, Benzin, 68 000 km, Oq, Sedan, Uzatish qutisi Mexanika, Tumanga qarshi chiroqlar, Audiosistema, Gidravlikali rul…",middle
Chevrolet,Nexia 3,2021.0,1.5,Benzin,Mexanika,68000,9939.0,Tashkent,"2021 yil,
                        
                                        1.5 l, Benzin, 68 000 km, Oq, Sedan, Uzatish qutisi Mexanika, Tumanga qarshi chiroqlar, Audiosistema, Gidravlikali rul…",middle
VAZ,(Lada) 2106,1995.0,1.6,Benzin,Mexanika,999999,2603.0,Navoi,"1995 yil,
                        
                                        1.6 l, Benzin, 999 999 km, Sedan, Uzatish qutisi Mexanika, Vaz 2106 Yili1995 Yoqilgʻi: metan Kalonka, magintafon, saka…",low
Chevrolet,Cobalt,2015.0,1.5,Benzin,Avtomat,158000,8200.0,Tashkent,"2015 yil,
                        
                                        1.5 l, Benzin, 158 000 km, Mokriy asfalt, Sedan, Uzatish qutisi Avtomat, Yengil qotishmali disklar, Lyuk, Duga, Tumang…",middle
Chevrolet,Malibu 2,2019.0,1.5,Benzin,Avtomat,90000,22000.0,Kashkadarya,"2019 yil,
                        
                                        1.5 l, Benzin, 90 000 km, Qora, Sedan, Uzatish qutisi Avtomat",high
VAZ,(Lada) 2106,1989.0,1.6,Benzin,Mexanika,9999,2603.0,Tashkent,"1989 yil,
                        
                                        1.6 l, Benzin, 9 999 km, Sedan, Uzatish qutisi Mexanika, Vaz 2106 Yili 1989 Yoqilgʻi; metan Kraska radnoy Kalonka, mag…",low
Chevrolet,Tracker,2023.0,1.2,Gaz-benzin,Avtomat,700,18400.0,Sirdarya,"2023 yil,
                        
                                        1.2 l, Gaz-benzin, 700 km, Qora, Hatchback, Uzatish qutisi Avtomat, Tonirovka, Audiosistema, MP3, USB, Bluetooth, ABS,…",high
Daewoo,Tico,1997.0,0.8,Gaz-benzin,Mexanika,458000,2200.0,Tashkent,"1997 yil,
                        
                                        0.8 l, Gaz-benzin, 458 000 km, Bronza, Sedan, Uzatish qutisi Mexanika, 10 kraska bor rashod yoq",low
Chevrolet,Gentra,2022.0,1.6,Gaz-benzin,Avtomat,129000,13300.0,Khorezm,"2022 yil,
                        
                                        1.6 l, Gaz-benzin, 129 000 km, Jigar rang, Sedan, Uzatish qutisi Avtomat, Yengil qotishmali disklar, Lyuk, Tumanga qar…",high
Moskvich,412,1987.0,1.5,Benzin,Mexanika,200,1420.0,Jizzakh,"1987 yil,
                        
                                        1.5 l, Benzin, 200 km, Qaymoq rang, Sedan, Uzatish qutisi Mexanika, Зур",low
Chevrolet,Gentra,2021.0,1.6,Benzin,Avtomat,60000,11832.0,Tashkent,"2021 yil,
                        
                                        1.6 l, Benzin, 60 000 km, Oq, Sedan, Uzatish qutisi Avtomat, Yengil qotishmali disklar, Lyuk, Tumanga qarshi chiroqlar…",high
Chevrolet,Nexia 3,2020.0,1.5,Gaz-benzin,Avtomat,190000,10000.0,Tashkent,"2020 yil,
                        
                                        1.5 l, Gaz-benzin, 190 000 km, Mokriy asfalt, Sedan, Uzatish qutisi Avtomat, Yengil qotishmali disklar, Tumanga qarshi…",middle
Chevrolet,Gentra,2023.0,1.8,Benzin,Mexanika,24000,13000.0,Tashkent,"2023 yil,
                        
                                        1.8 l, Benzin, 24 000 km, Mokriy asfalt, Sedan, Uzatish qutisi Mexanika, Tumanga qarshi chiroqlar, Oyna isitgich, Audi…",high
Chevrolet,Damas,2015.0,0.8,Gaz-benzin,Mexanika,157000,5127.0,Khorezm,"2015 yil,
                        
                                        0.8 l, Gaz-benzin, 157 000 km, Oq, Sedan, Uzatish qutisi Mexanika, Срочни сотилади",low
Chevrolet,Malibu 2,2018.0,2.4,Gaz-benzin,Avtomat,78000,19000.0,Tashkent,"2018 yil,
                        
                                        2.4 l, Gaz-benzin, 78 000 km, Qora, Sedan, Uzatish qutisi Avtomat, Мошина выкупга бошига 10.000$ 31 ой 402$ дан Мошина…",high
VAZ,(Lada) 2106,1979.0,1.6,Benzin,Mexanika,33400,789.0,Tashkent,"1979 yil,
                        
                                        1.6 l, Benzin, 33 400 km, Sedan, Uzatish qutisi Mexanika, Matur zur pirapan",low
Chevrolet,Spark,2018.0,1.25,Gaz-benzin,Mexanika,124000,6900.0,Fergana,"2018 yil,
                        
                                        1.25 l, Gaz-benzin, 124 000 km, Hatchback, Uzatish qutisi Mexanika, Tumanga qarshi chiroqlar, Audiosistema, Gidravlika…",low
Chevrolet,Spark,2014.0,1.3,Benzin,Mexanika,300000,5500.0,Tashkent,"2014 yil,
                        
                                        1.3 l, Benzin, 300 000 km, Hatchback, Uzatish qutisi Mexanika, Tumanga qarshi chiroqlar, Audiosistema, Gidravlikali ru…",low
Daewoo,Matiz,2004.0,0.8,Benzin,Mexanika,77,2919.0,Khorezm,"2004 yil,
                        
                                        0.8 l, Benzin, 77 km, Hatchback, Uzatish qutisi Mexanika, Audiosistema, sentr zamok bor pult qoyilgan minishga tayyor",low
Chevrolet,Damas,2015.0,0.8,Gaz-benzin,Mexanika,157000,5127.0,Tashkent,"2015 yil,
                        
                                        0.8 l, Gaz-benzin, 157 000 km, Oq, Sedan, Uzatish qutisi Mexanika, Дамас 2015 йил краска пйтно бор могалйт банкдан чик…",low
Chevrolet,Matiz,2011.0,0.8,Gaz-benzin,Mexanika,141000,4733.0,Tashkent,"2011 yil,
                        
                                        0.8 l, Gaz-benzin, 141 000 km, Kulrang, Hatchback, Uzatish qutisi Mexanika, Duga, Tumanga qarshi chiroqlar, Audiosiste…",low
Chevrolet,Nexia 3,2018.0,1.5,Benzin,Avtomat,59300,10000.0,Jizzakh,"2018 yil,
                        
                                        1.5 l, Benzin, 59 300 km, Sedan, Uzatish qutisi Avtomat, Yengil qotishmali disklar, Tumanga qarshi chiroqlar, Oyna isi…",middle
Chevrolet,Spark,2018.0,1.3,Benzin,Avtomat,232000,7600.0,Jizzakh,"2018 yil,
                        
                                        1.3 l, Benzin, 232 000 km, Oq, Hatchback, Uzatish qutisi Avtomat, Yengil qotishmali disklar, Tumanga qarshi chiroqlar,…",middle
VAZ,(Lada) 2106,2000.0,1.6,Gaz-benzin,Mexanika,77777,2500.0,Tashkent,"2000 yil,
                        
                                        1.6 l, Gaz-benzin, 77 777 km, Oq, Sedan, Uzatish qutisi Mexanika",low
Chevrolet,Captiva,2013.0,3.2,Benzin,Avtomat,78000,15500.0,Tashkent,"Kami bor
                                                    2013 yil,
                        
                                        3.2 l, Benzin, 78 000 km, Oltin rang, Krossover, Uzatish qutisi Avtomat, Yengil qotishmali disklar, Tumanga qarshi chi…",high
Chevrolet,Cobalt,2024.0,1.5,Gaz-benzin,Avtomat,200,13600.0,Tashkent,"2024 yil,
                        
                                        1.5 l, Gaz-benzin, 200 km, Oq, Sedan, Uzatish qutisi Avtomat, Yengil qotishmali disklar, Lyuk, Duga, Tumanga qarshi ch…",high
Chevrolet,Nexia 3,2020.0,1.5,Gaz-benzin,Mexanika,150450,8700.0,Tashkent,"Kami bor
                                                    2020 yil,
                        
                                        1.5 l, Gaz-benzin, 150 450 km, Oq, Sedan, Uzatish qutisi Mexanika, Yengil qotishmali disklar, Tonirovka, Tumanga qarsh…",middle
Daewoo,Nexia,2007.0,1.6,Gaz-benzin,Mexanika,756000,3800.0,Tashkent,"2007 yil,
                        
                                        1.6 l, Gaz-benzin, 756 000 km, Oq, Sedan, Uzatish qutisi Mexanika, Yengil qotishmali disklar, Tonirovka, Ksenon, Tashq…",low
Chevrolet,Gentra,2023.0,1.6,Gaz-benzin,Avtomat,77000,14900.0,Tashkent,"Kami bor
                                                    2023 yil,
                        
                                        1.6 l, Gaz-benzin, 77 000 km, Oq, Sedan, Uzatish qutisi Avtomat, Yengil qotishmali disklar, Lyuk, Tumanga qarshi chiro…",high
Chevrolet,Damas,2006.0,8.0,Gaz-benzin,Mexanika,323000,4733.0,Khorezm,"Kami bor
                                                    2006 yil,
                        
                                        8 l, Gaz-benzin, 323 000 km, Qaymoq rang, Hatchback, Uzatish qutisi Mexanika, Tonirovka, Velyur, Bluetooth, Signalizat…",low
Chevrolet,Lacetti,2008.0,1.6,Gaz-benzin,Mexanika,700000,6500.0,Surkhandarya,"Kami bor
                                                    2008 yil,
                        
                                        1.6 l, Gaz-benzin, 700 000 km, Oq, Sedan, Uzatish qutisi Mexanika, Oyna isitgich, Charm, Audiosistema, Gidravlikali ru…",low
Chevrolet,Gentra,2020.0,1.6,Benzin,Avtomat,90000,12600.0,Tashkent,"2020 yil,
                        
                                        1.6 l, Benzin, 90 000 km, Oq, Sedan, Uzatish qutisi Avtomat, Yengil qotishmali disklar, Lyuk, Tumanga qarshi chiroqlar…",high
Daewoo,Damas,2017.0,1.0,Gaz-benzin,Mexanika,153000,6500.0,Tashkent,"2017 yil,
                        
                                        1 l, Gaz-benzin, 153 000 km, Oq, Sedan, Uzatish qutisi Mexanika, Xolati zor motor xadovoy yaxshi 4 bolon yangi kraska…",low
Chevrolet,Spark,2019.0,1.3,Benzin,Mexanika,113000,8100.0,Tashkent,"2019 yil,
                        
                                        1.3 l, Benzin, 113 000 km, Mokriy asfalt, Hatchback, Uzatish qutisi Mexanika, Duga, Tumanga qarshi chiroqlar, Audiosis…",middle
Chevrolet,Nexia 3,2022.0,1.5,Benzin,Avtomat,35000,10800.0,Jizzakh,"2022 yil,
                        
                                        1.5 l, Benzin, 35 000 km, Mokriy asfalt, Sedan, Uzatish qutisi Avtomat, Yengil qotishmali disklar, Tumanga qarshi chir…",middle
Chevrolet,Lacetti,2010.0,1.6,Benzin,Avtomat,190000,7300.0,Jizzakh,"2010 yil,
                        
                                        1.6 l, Benzin, 190 000 km, Sedan, Uzatish qutisi Avtomat, Yengil qotishmali disklar, Lyuk, Tumanga qarshi chiroqlar, O…",low
Skoda,Kodiaq,2021.0,2.0,Benzin,Avtomat,98000,23000.0,Navoi,"2021 yil,
                        
                                        2 l, Benzin, 98 000 km, Oq, Yo‘ltanlamas, Uzatish qutisi Avtomat, 2021 yil.98 ming probek. Kraska toza. Pul zarur boʻl…",high
Skoda,Kodiaq,2021.0,2.0,Benzin,Avtomat,98000,23000.0,Khorezm,"2021 yil,
                        
                                        2 l, Benzin, 98 000 km, Oq, Yo‘ltanlamas, Uzatish qutisi Avtomat, 2021 yil.98 ming probek. Kraska toza. Pul zarur boʻl…",high
Chevrolet,Nexia 3,2018.0,1.5,Benzin,Avtomat,55000,9400.0,Bukhara,"2018 yil,
                        
                                        1.5 l, Benzin, 55 000 km, Oq, Sedan, Uzatish qutisi Avtomat, Yengil qotishmali disklar, Tumanga qarshi chiroqlar, Oyna…",middle
Chevrolet,Damas,2024.0,1.0,Benzin,Mexanika,50,8300.0,Tashkent,"2024 yil,
                        
                                        1 l, Benzin, 50 km, Oq, Sedan, Uzatish qutisi Mexanika, Дамас масла 2024 50км",middle
Chevrolet,Lacetti,2009.0,1.8,Gaz-benzin,Avtomat,185000,7000.0,Tashkent,"Kami bor
                                                    2009 yil,
                        
                                        1.8 l, Gaz-benzin, 185 000 km, Oq, Sedan, Uzatish qutisi Avtomat, Yengil qotishmali disklar, Lyuk, Tumanga qarshi chir…",low
Chevrolet,Damas,2014.0,0.8,Benzin,Mexanika,2700,7600.0,Karakalpakstan,"2014 yil,
                        
                                        0.8 l, Benzin, 2 700 km, Oq, Sedan, Uzatish qutisi Mexanika, Chevrolet Damas super lux pozisya holati salon yangi turg…",middle
Chevrolet,Captiva,2011.0,2.4,Benzin,Mexanika,26000,15000.0,Tashkent,"2011 yil,
                        
                                        2.4 l, Benzin, 26 000 km, Krossover, Uzatish qutisi Mexanika, Yengil qotishmali disklar, Tumanga qarshi chiroqlar, Oyn…",high
Chevrolet,Nexia 3,2020.0,1.5,Benzin,Avtomat,53000,10000.0,Fergana,"2020 yil,
                        
                                        1.5 l, Benzin, 53 000 km, Sedan, Uzatish qutisi Avtomat, Yengil qotishmali disklar, Tumanga qarshi chiroqlar, Oyna isi…",middle
Daewoo,Matiz,2009.0,0.8,Benzin,Mexanika,350000,3155.0,Khorezm,"2009 yil,
                        
                                        0.8 l, Benzin, 350 000 km, Hatchback, Uzatish qutisi Mexanika, Audiosistema, Konditsioner, Boʻladi ideal mator qilinga…",low
Chevrolet,Gentra,2018.0,1.6,Benzin,Avtomat,105000,11200.0,Navoi,"2018 yil,
                        
                                        1.6 l, Benzin, 105 000 km, Oq, Sedan, Uzatish qutisi Avtomat, Yengil qotishmali disklar, Lyuk, Tumanga qarshi chiroqla…",middle
VAZ,(Lada) Vesta,2018.0,1.8,,Mexanika,70000,9072.0,Tashkent,"Kami bor
                                                    2018 yil,
                        
                                        1.8 l, Gaz-benzin, 70 000 km, Jigar rang, Sedan, Uzatish qutisi Mexanika, Yengil qotishmali disklar, Tonirovka, Spoyle…",middle
Chevrolet,Cobalt,2021.0,1.5,Benzin,Avtomat,155000,10300.0,Jizzakh,"2021 yil,
                        
                                        1.5 l, Benzin, 155 000 km, Sedan, Uzatish qutisi Avtomat, Yengil qotishmali disklar, Lyuk, Duga, Tumanga qarshi chiroq…",middle
Chevrolet,Cobalt,2015.0,1.5,Benzin,Avtomat,231000,8300.0,Andijan,"2015 yil,
                        
                                        1.5 l, Benzin, 231 000 km, Sedan, Uzatish qutisi Avtomat, Yengil qotishmali disklar, Lyuk, Duga, Tumanga qarshi chiroq…",middle
Chevrolet,Nexia 2,2009.0,1.6,Benzin,Mexanika,600000,4000.0,Karakalpakstan,"2009 yil,
                        
                                        1.6 l, Benzin, 600 000 km, Mokriy asfalt, Sedan, Uzatish qutisi Mexanika, Tumanga qarshi chiroqlar, Audiosistema, Gidr…",low
VAZ,(Lada) 2106,2006.0,1.6,Benzin,Mexanika,360000,552.0,Karakalpakstan,"2006 yil,
                        
                                        1.6 l, Benzin, 360 000 km, Sedan, Uzatish qutisi Mexanika, Метан гази бор рухсатихам бор дакумен жойида генералнихам б…",low
Chevrolet,Gentra,2021.0,1.6,Benzin,Avtomat,19277,14593.0,Andijan,"2021 yil,
                        
                                        1.6 l, Benzin, 19 277 km, Oq, Sedan, Uzatish qutisi Avtomat, Yengil qotishmali disklar, Lyuk, Tumanga qarshi chiroqlar…",high
Chevrolet,Nexia 2,2010.0,1.6,Gaz-benzin,Mexanika,347000,5000.0,Tashkent,"2010 yil,
                        
                                        1.6 l, Gaz-benzin, 347 000 km, Oq, Sedan, Uzatish qutisi Mexanika, Tonirovka, Tumanga qarshi chiroqlar, Audiosistema,…",low
Chevrolet,Epica,2011.0,2.0,Benzin,Mexanika,234000,7500.0,Tashkent,"2011 yil,
                        
                                        2 l, Benzin, 234 000 km, Kulrang, Sedan, Uzatish qutisi Mexanika, Lyuk, Yengil qotishmali disklar, Tumanga qarshi chir…",middle
Chevrolet,Equinox,2023.0,2.0,Benzin,Avtomat,13000,33700.0,Tashkent,"2023 yil,
                        
                                        2 l, Benzin, 13 000 km, Qora, Krossover, Uzatish qutisi Avtomat",high
Chevrolet,Nexia 2,2016.0,1.5,Gaz-benzin,Mexanika,294000,5200.0,Tashkent,"2016 yil,
                        
                                        1.5 l, Gaz-benzin, 294 000 km, Ko'k, Sedan, Uzatish qutisi Mexanika, xolati zor",low
Chevrolet,Malibu 2,2022.0,2.0,Benzin,Avtomat,6360,35000.0,Sirdarya,"2022 yil,
                        
                                        2 l, Benzin, 6 360 km, Qora, Sedan, Uzatish qutisi Avtomat, Malibu 2 premier 2022 yil bir qol 100% toza 6360km 35000$",high
Chevrolet,Lacetti,2009.0,1.8,Benzin,Mexanika,250000,6863.0,Khorezm,"2009 yil,
                        
                                        1.8 l, Benzin, 250 000 km, Sedan, Uzatish qutisi Mexanika, Tumanga qarshi chiroqlar, Oyna isitgich, Audiosistema, Gidr…",low
Chevrolet,Lacetti,2009.0,1.8,Benzin,Mexanika,250000,6863.0,Tashkent,"2009 yil,
                        
                                        1.8 l, Benzin, 250 000 km, Sedan, Uzatish qutisi Mexanika, Tumanga qarshi chiroqlar, Oyna isitgich, Audiosistema, Gidr…",low
Chevrolet,Lacetti,2023.0,1.6,Gaz-benzin,Avtomat,1700,15200.0,Tashkent,"2023 yil,
                        
                                        1.6 l, Gaz-benzin, 1 700 km, Oq, Sedan, Uzatish qutisi Avtomat, Yengil qotishmali disklar, Oyna isitgich, Tumanga qars…",high
Chevrolet,Gentra,2023.0,1.6,Benzin,Avtomat,680,16500.0,Tashkent,"2023 yil,
                        
                                        1.6 l, Benzin, 680 km, Qora, Sedan, Uzatish qutisi Avtomat, Yengil qotishmali disklar, Lyuk, Tumanga qarshi chiroqlar,…",high
Daewoo,Tico,1998.0,0.8,Benzin,Mexanika,200000,1600.0,Sirdarya,"1998 yil,
                        
                                        0.8 l, Benzin, 200 000 km, Kumush rang, Hatchback, Uzatish qutisi Mexanika, Yengil qotishmali disklar, Oyna isitgich,…",low
Chevrolet,Spark,2011.0,1.2,Gaz-benzin,Mexanika,384000,4750.0,Tashkent,"2011 yil,
                        
                                        1.2 l, Gaz-benzin, 384 000 km, Kumush rang, Hatchback, Uzatish qutisi Mexanika, Duga, Tumanga qarshi chiroqlar, Audios…",low
Chevrolet,Matiz,2008.0,0.8,Gaz-benzin,Mexanika,350000,2209.0,Tashkent,"2008 yil,
                        
                                        0.8 l, Gaz-benzin, 350 000 km, Sariq, Hatchback, Uzatish qutisi Mexanika, Audiosistema, Konditsioner, Moshina holati y…",low
Chevrolet,Nexia 3,2017.0,1.5,Benzin,Mexanika,190000,6800.0,Tashkent,"2017 yil,
                        
                                        1.5 l, Benzin, 190 000 km, Sedan, Uzatish qutisi Mexanika, Tumanga qarshi chiroqlar, Oyna isitgich, Audiosistema, Gidr…",low
Chevrolet,Lacetti,2013.0,1.6,Benzin,Avtomat,200000,8200.0,Tashkent,"2013 yil,
                        
                                        1.6 l, Benzin, 200 000 km, Oq, Sedan, Uzatish qutisi Avtomat, Yengil qotishmali disklar, Lyuk, Tumanga qarshi chiroqla…",middle
Chevrolet,Gentra,2021.0,1.6,Benzin,Avtomat,86000,13500.0,Namangan,"2021 yil,
                        
                                        1.6 l, Benzin, 86 000 km, Oq, Sedan, Uzatish qutisi Avtomat, Yengil qotishmali disklar, Lyuk, Oyna isitgich, Tumanga q…",high
Chevrolet,Lacetti,2013.0,1.6,Benzin,Avtomat,200000,8200.0,Tashkent,"2013 yil,
                        
                                        1.6 l, Benzin, 200 000 km, Oq, Sedan, Uzatish qutisi Avtomat, Yengil qotishmali disklar, Lyuk, Tumanga qarshi chiroqla…",middle
Chevrolet,Gentra,2021.0,1.6,Benzin,Avtomat,86000,13500.0,Tashkent,"2021 yil,
                        
                                        1.6 l, Benzin, 86 000 km, Oq, Sedan, Uzatish qutisi Avtomat, Yengil qotishmali disklar, Lyuk, Oyna isitgich, Tumanga q…",high
Chevrolet,Damas,2024.0,0.8,Benzin,Mexanika,70,7950.0,Tashkent,"2024 yil,
                        
                                        0.8 l, Benzin, 70 km, Oq, Sedan, Uzatish qutisi Mexanika, yangi",middle
Chevrolet,Nexia 2,2014.0,1.6,Benzin,Mexanika,227000,5800.0,Tashkent,"2014 yil,
                        
                                        1.6 l, Benzin, 227 000 km, Kulrang, Sedan, Uzatish qutisi Mexanika, Tumanga qarshi chiroqlar, Audiosistema, Gidravlika…",low
Chevrolet,Gentra,2022.0,1.8,Benzin,Mexanika,79000,11800.0,Bukhara,"2022 yil,
                        
                                        1.8 l, Benzin, 79 000 km, Oq, Sedan, Uzatish qutisi Mexanika, Oyna isitgich, Tumanga qarshi chiroqlar, Audiosistema, A…",high
Chevrolet,Spark,2022.0,1.3,Benzin,Avtomat,14600,10300.0,Tashkent,"2022 yil,
                        
                                        1.3 l, Benzin, 14 600 km, Oq, Hatchback, Uzatish qutisi Avtomat, Yengil qotishmali disklar, Tumanga qarshi chiroqlar,…",middle
Chevrolet,Cobalt,2024.0,1.5,Benzin,Avtomat,41000,12400.0,Tashkent,"2024 yil,
                        
                                        1.5 l, Benzin, 41 000 km, To'q ko'k, Sedan, Uzatish qutisi Avtomat, Yengil qotishmali disklar, Duga, Lyuk, Tumanga qar…",high
Chevrolet,Epica,2009.0,2.0,Benzin,Mexanika,194356,6800.0,Samarkand,"2009 yil,
                        
                                        2 l, Benzin, 194 356 km, Oq, Sedan, Uzatish qutisi Mexanika, Yengil qotishmali disklar, Tumanga qarshi chiroqlar, Oyna…",low
Daewoo,Nexia,1998.0,1.5,Gaz,Mexanika,50000,2766.0,Tashkent,"1998 yil,
                        
                                        1.5 l, Gaz, 50 000 km, Sariq, Sedan, Uzatish qutisi Mexanika",low
Chevrolet,Nexia 3,2018.0,1.5,Gaz-benzin,Mexanika,117000,8300.0,Namangan,"2018 yil,
                        
                                        1.5 l, Gaz-benzin, 117 000 km, Oq, Sedan, Uzatish qutisi Mexanika, Tumanga qarshi chiroqlar, Audiosistema, Gidravlikal…",middle
Chevrolet,Malibu 2,2015.0,2.4,Gaz-benzin,Mexanika,182000,13500.0,Tashkent,"2015 yil,
                        
                                        2.4 l, Gaz-benzin, 182 000 km, Qora, Sedan, Uzatish qutisi Mexanika",high
Chevrolet,Malibu 2,2015.0,2.4,Gaz-benzin,Mexanika,182000,13500.0,Tashkent,"2015 yil,
                        
                                        2.4 l, Gaz-benzin, 182 000 km, Qora, Sedan, Uzatish qutisi Mexanika",high
VAZ,(Lada) 2106,1989.0,1.6,Gaz,Mexanika,256000,434.0,Andijan,"1989 yil,
                        
                                        1.6 l, Gaz, 256 000 km, Qaymoq rang, Sedan, Uzatish qutisi Mexanika, Метанга рухсати бор",low
Chevrolet,Cobalt,2020.0,1.5,Benzin,Mexanika,35000,9350.0,Kashkadarya,"2020 yil,
                        
                                        1.5 l, Benzin, 35 000 km, Oq, Sedan, Uzatish qutisi Mexanika, Oyna isitgich, Tumanga qarshi chiroqlar, Audiosistema, M…",middle
Chevrolet,Cobalt,2019.0,1.5,Benzin,Avtomat,90000,10900.0,Navoi,"2019 yil,
                        
                                        1.5 l, Benzin, 90 000 km, Oq, Sedan, Uzatish qutisi Avtomat, Yengil qotishmali disklar, Lyuk, Duga, Tumanga qarshi chi…",middle
Chevrolet,TrailBlazer,2020.0,3.6,Benzin,Avtomat,81000,26000.0,Tashkent,"2020 yil,
                        
                                        3.6 l, Benzin, 81 000 km, Oq, Yo‘ltanlamas, Uzatish qutisi Avtomat, top tozza",high
Chevrolet,Gentra,2024.0,1.6,Benzin,Avtomat,70,15000.0,Tashkent,"2024 yil,
                        
                                        1.6 l, Benzin, 70 km, Qora, Sedan, Uzatish qutisi Avtomat, Yengil qotishmali disklar, Lyuk, Tumanga qarshi chiroqlar,…",high
Chevrolet,Gentra,2020.0,1.6,Gaz,Avtomat,130,12000.0,Tashkent,"2020 yil,
                        
                                        1.6 l, Gaz, 130 km, Oq, Sedan, Uzatish qutisi Avtomat, Yengil qotishmali disklar, Lyuk, Tumanga qarshi chiroqlar, Oyna…",high
Chevrolet,Gentra,2022.0,1.6,Gaz-benzin,Avtomat,53000,13900.0,Namangan,"2022 yil,
                        
                                        1.6 l, Gaz-benzin, 53 000 km, Oq, Sedan, Uzatish qutisi Avtomat, Yengil qotishmali disklar, Lyuk, Tumanga qarshi chiro…",high
VAZ,(Lada) 2106,1990.0,1.6,Gaz-benzin,Mexanika,222222,1200.0,Surkhandarya,"1990 yil,
                        
                                        1.6 l, Gaz-benzin, 222 222 km, Qaymoq rang, Sedan, Uzatish qutisi Mexanika, Audiosistema, MP3, USB, Bluetooth, Ваз 210…",low
Chevrolet,Cobalt,2022.0,1.5,Benzin,Avtomat,78000,12100.0,Tashkent,"2022 yil,
                        
                                        1.5 l, Benzin, 78 000 km, Oq, Sedan, Uzatish qutisi Avtomat, Yengil qotishmali disklar, Lyuk, Duga, Tumanga qarshi chi…",high
Chevrolet,Spark,2019.0,1.3,Benzin,Mexanika,94000,7600.0,Namangan,"2019 yil,
                        
                                        1.3 l, Benzin, 94 000 km, Mokriy asfalt, Hatchback, Uzatish qutisi Mexanika, Tumanga qarshi chiroqlar, Audiosistema, G…",middle
Chevrolet,Gentra,2023.0,1.6,Benzin,Avtomat,19000,15700.0,Sirdarya,"2023 yil,
                        
                                        1.6 l, Benzin, 19 000 km, To'q ko'k, Sedan, Uzatish qutisi Avtomat, Lyuk, Yengil qotishmali disklar, Oyna isitgich, Tu…",high
Chevrolet,Nexia 3,2020.0,1.5,Benzin,Mexanika,210000,9000.0,Tashkent,"2020 yil,
                        
                                        1.5 l, Benzin, 210 000 km, Oq, Sedan, Uzatish qutisi Mexanika, Tumanga qarshi chiroqlar, Audiosistema, Gidravlikali ru…",middle
Chevrolet,Gentra,2023.0,1.6,Benzin,Avtomat,19000,15700.0,Surkhandarya,"2023 yil,
                        
                                        1.6 l, Benzin, 19 000 km, To'q ko'k, Sedan, Uzatish qutisi Avtomat, Lyuk, Yengil qotishmali disklar, Oyna isitgich, Tu…",high
Chevrolet,Nexia 3,2020.0,1.5,Benzin,Mexanika,210000,9000.0,Tashkent,"2020 yil,
                        
                                        1.5 l, Benzin, 210 000 km, Oq, Sedan, Uzatish qutisi Mexanika, Tumanga qarshi chiroqlar, Audiosistema, Gidravlikali ru…",middle
